,ID,imdb_id,release_date,budget,revenue,genres,original_language,original_title,origin_country,production_countries name,spoken_languages name
3137,479455,tt2283336,2019-06-12,110000000,252608480,Comedy,Français,Men in Black: International,US,United States of America,Français
3147,166428,tt2386490,2019-01-03,129000000,517526875,Animation,English,How to Train Your Dragon: The Hidden World,US,United States of America,English
3155,181812,tt2527338,2019-12-18,250000000,1074144248,Action,English,Star Wars: The Rise of Skywalker,US,United States of America,English
3156,515001,tt2584384,2019-10-18,14000000,82468705,Comedy,English,Jojo Rabbit,CZ,Czech Republic,English
3168,302349,tt3038708,2019-01-25,21000000,400900,Action,English,Iron Sky: The Coming Race,FI,Finland,English
3181,634685, , , , , , , , , , 
3194,280217,tt3513498,2019-01-26,100000000,190514361,Action,English,The Lego Movie 2: The Second Part,US,United States of America,English
3195,292011,tt3513548,2019-12-13,45000000,33904605,Drama,English,Richard Jewell,US,United States of America,English
3330,420809,tt4777008,2019-10-16,185000000,491570967,Fantasy,English,Maleficent: Mistress of Evil,US,United States of America,English
3349,480414,tt4913966,2019-04-17,9000000,122033739,Thriller,English,The Curse of La Llorona,US,United States of America,English
3350,522212,tt4916630,2019-12-25,25000000,50401502,Drama,English,Just Mercy,US,United States of America,English
3431,511322,tt5563334,2019-11-08,10000000,33856058,Drama,Deutsch,The Good Liar,DE,Germany,Deutsch
3449,438650,tt5719748,2019-02-07,60000000,59213931,Action,English,Cold Pursuit,CA,Canada,English
3465,431693,tt5814534,2019-12-04,100000000,171616764,Animation,English,Spies in Disguise,US,United States of America,English
3484,447404,tt5884052,2019-05-03,150000000,433005346,Action,English,Pokémon Detective Pikachu,JP,Japan,English
3497,411728,tt5932728,2019-03-07,25000000,4957273,Drama,English,The Professor and the Madman,IE,Ireland,English
3502,517093,tt5951188,2019-03-21,3500000,4944386,Drama,Pусский,Балканский рубеж,RU,Russia,Pусский
3505,429471,tt5968394,2019-03-15,25000000,5958315,Science Fiction,English,Captive State,US,United States of America,English
3561,458156,tt6146586,2019-05-15,55000000,326709727,Action,العربية,John Wick: Chapter 3 - Parabellum,US,United States of America,العربية
3573,423204,tt6189022,2019-08-21,40000000,146661977,Action,English,Angel Has Fallen,US,United States of America,English
3605,429617,tt6320628,2019-06-28,160000000,1131927996,Action,Český,Spider-Man: Far from Home,US,United States of America,Český
3607,449998,tt6329716,2019-06-20,2869666,12000000,Action,广州话 / 廣州話,九龍不敗,HK,Hong Kong,广州话 / 廣州話
3641,400157,tt6428676,2019-03-14,100000000,119559110,Comedy,English,Wonder Park,ES,Spain,English
3644,520900,tt6439020,2019-11-07,15600000,11620337,Drama,English,The Personal History of David Copperfield,GB,United Kingdom,English
3646,290859,tt6450804,2019-10-23,185000000,261119292,Action,English,Terminator: Dark Fate,CN,China,English
3658,441384,tt6511932,2019-03-21,5000000,4554065,Comedy,Español,The Beach Bum,FR,France,Español
3669,320288,tt6565702,2019-06-05,200000000,252442974,Science Fiction,English,Dark Phoenix,US,United States of America,English
3715,480042,tt6772804,2019-06-20,36,18,Action,English,Escape Plan: The Extractors,US,United States of America,English
3727,454294,tt6811018,2019-01-16,59000000,32140970,Action,English,The Kid Who Would Be King,GB,United Kingdom,English
3731,348672,tt6817944,2019-11-15,4700000,18666,Drama,svenska,Om det oändliga,FR,France,svenska
3735,454292,tt6836936,2019-08-29,51000000,55000000,Action,English,సాహో,IN,India,English
3997,630514,tt7520068,2019-09-06,420,3, ,Türkçe,Kolej Havası, , , 
4024,499701,tt7547410,2019-08-08,49000000,116826172,Adventure,Español,Dora and the Lost City of Gold,US,United States of America,Español
4067,508763,tt7616798,2019-01-10,18000000,17643857,Drama,English,A Dog's Way Home,US,United States of America,English
4081,17258,tt0093737,1987-09-18,15000000,13290368,Romance,English,The Pick-up Artist,US,United States of America,English
4115,636322,tt7718114,2019-10-10,208000,78254,Drama,Magyar,"FOMO: Megosztod, és uralkodsz",HU,Hungary,Magyar
4134,531309,tt7752126,2019-05-09,6000000,32893421,Horror,English,Brightburn,US,United States of America,English
4162,542921,tt7818580,2019-09-27,4735684,12277353,Drama,English,Mientras dure la guerra,AR,Argentina,English
4185,529209,tt7858496,2019-06-28,8250378,3262957,Comedy,Español,Los Japón,ES,Spain,Español
4193,609031,tt7876510,2020-01-02,344000,351500,Comedy,English,Мої думки тихі,UA,Ukraine,English
4247,512200,tt7975244,2019-12-04,125000000,796575993,Adventure,English,Jumanji: The Next Level,US,United States of America,English
4319,593693,tt8109800,2019-04-04,2000000,134696,Drama,Español,Palau,AR,Argentina,Español
4337,512263,tt8151874,2019-11-08,3500000,3400977,Drama,English,Honey Boy,US,United States of America,English
4338,512196,tt8155288,2019-02-13,9000000,25327500,Comedy,English,Happy Death Day 2U,US,United States of America,English
4471,521029,tt8350360,2019-06-26,30000000,231252591,Horror,English,Annabelle Comes Home,US,United States of America,English
4657,602545,tt8594376,2019-10-30,4000000,2514679,Thriller,Italiano,L'uomo del labirinto,IT,Italy,Italiano
4668,512954,tt8615732,2019-05-10,4302540,731827,Drama,Pусский,Братство,RU,Russia,Pусский
4710,535292,tt8688634,2019-10-24,33000000,47088457,Crime,English,21 Bridges,US,United States of America,English
4791,581933,tt8785134,2019-02-07,2170217,5063840,Action,?????,Natasaarvabhowma,IN,India,?????
4867,654187,tt8876008,2019-11-15,350000,3000000, , , , , , 
4869,743974,tt8881326,2019-05-17,84600,920000, ,,Jatrai Jatra, , , 
5022,567224,tt9015746,2019-02-14,1645266,757123,Romance,Magyar,Kölcsönlakás,HU,Hungary,Magyar
5049,588459,tt9034290,2019-03-15,3000000,1289283,History,English,Türk İşi Dondurma,TR,Turkey,English
5067,596650,tt9052870,2019-09-05,6825000,29353057,Romance,हिन्दी,छिछोरे,IN,India,हिन्दी
5081,613090,tt9063902,2019-09-06,1450000,368430,Comedy,Español,Vivir dos veces,ES,Spain,Español
5193,606943,tt9165806,2019-09-06,1300000,4400000,Comedy,,ഇട്ടിമാണി: മെയ്ഡ് ഇന്‍ ചൈന,IN,India,
5204,573150,tt9173002,2019-10-18,2700000,443038,Drama,Español,El asesino de los caprichos,BE,Belgium,Español
5286,592336,tt9260446,2019-04-18,8000000,5000000,Comedy,Italiano,Ma cosa ci dice il cervello,IT,Italy,Italiano
5290,656858,tt9264336,2019-12-20,704334,3803406,Drama,,ഡ്രൈവിംഗ് ലൈസൻസ്,IN,India,
5572,613853,tt9564774,2019-12-13,3500000,10000000,Family,తెలుగు,వెంకీ మామా,IN,India,తెలుగు
5833,580581,tt9720440,2019-03-25,25000,2000,Thriller,,The Rise of Kibwetere,UG,Uganda,
5907,571783,tt9764654,2019-02-27,12547000,1091477,Drama,한국어/조선말,자전차왕 엄복동,KR,South Korea,한국어/조선말
